Date,Country,% Change In Waze Driven Miles/KMs
"Jul 30, 2020",Malaysia,0.45
"Jul 29, 2020",United States,-0.18
"Jul 29, 2020",Italy,0.17
"Jul 29, 2020",Spain,0.18
"Jul 29, 2020",France,0.27
"Jul 29, 2020",Malaysia,0.33
"Jul 28, 2020",United States,-0.21
"Jul 28, 2020",Malaysia,0.08
"Jul 28, 2020",Spain,0.16
"Jul 28, 2020",France,0.22
"Jul 28, 2020",Italy,0.23
"Jul 27, 2020",United States,-0.17
"Jul 27, 2020",Malaysia,0.03
"Jul 27, 2020",France,0.23
"Jul 27, 2020",Spain,0.24
"Jul 27, 2020",Italy,0.32
"Jul 26, 2020",United States,-0.06
"Jul 26, 2020",Malaysia,-0.01
"Jul 26, 2020",France,0.28
"Jul 26, 2020",Spain,0.32
"Jul 26, 2020",Italy,0.53
"Jul 25, 2020",United States,-0.09
"Jul 25, 2020",Malaysia,-0.03
"Jul 25, 2020",France,0.21
"Jul 25, 2020",Spain,0.36
"Jul 25, 2020",Italy,0.48
"Jul 24, 2020",United States,-0.14
"Jul 24, 2020",Malaysia,-0.04
"Jul 24, 2020",France,0.16
"Jul 24, 2020",Spain,0.16
"Jul 24, 2020",Italy,0.2
"Jul 23, 2020",United States,-0.17
"Jul 23, 2020",Malaysia,-0.04
"Jul 23, 2020",Italy,0.13
"Jul 23, 2020",Spain,0.15
"Jul 23, 2020",France,0.2
"Jul 22, 2020",United States,-0.2
"Jul 22, 2020",Malaysia,-0.05
"Jul 22, 2020",Italy,0.08
"Jul 22, 2020",Spain,0.12
"Jul 22, 2020",France,0.21
"Jul 21, 2020",United States,-0.21
"Jul 21, 2020",Malaysia,-0.05
"Jul 21, 2020",Spain,0.07
"Jul 21, 2020",Italy,0.14
"Jul 21, 2020",France,0.21
"Jul 20, 2020",United States,-0.17
"Jul 20, 2020",Malaysia,-0.03
"Jul 20, 2020",Spain,0.14
"Jul 20, 2020",France,0.16
"Jul 20, 2020",Italy,0.18
"Jul 19, 2020",Malaysia,-0.03
"Jul 19, 2020",United States,-0.03
"Jul 19, 2020",Spain,0.31
"Jul 19, 2020",France,0.32
"Jul 19, 2020",Italy,0.48
"Jul 18, 2020",United States,-0.09
"Jul 18, 2020",Malaysia,-0.09
"Jul 18, 2020",France,0.2
"Jul 18, 2020",Spain,0.29
"Jul 18, 2020",Italy,0.39
"Jul 17, 2020",United States,-0.15
"Jul 17, 2020",Malaysia,-0.06
"Jul 17, 2020",France,0.12
"Jul 17, 2020",Italy,0.13
"Jul 17, 2020",Spain,0.14
"Jul 16, 2020",United States,-0.17
"Jul 16, 2020",Malaysia,-0.07
"Jul 16, 2020",Italy,0.08
"Jul 16, 2020",France,0.17
"Jul 16, 2020",Spain,0.17
"Jul 15, 2020",United States,-0.19
"Jul 15, 2020",Malaysia,-0.09
"Jul 15, 2020",Italy,0.03
"Jul 15, 2020",Spain,0.14
"Jul 15, 2020",France,0.36
"Jul 14, 2020",United States,-0.23
"Jul 14, 2020",Malaysia,-0.08
"Jul 14, 2020",Italy,0.08
"Jul 14, 2020",Spain,0.08
"Jul 14, 2020",France,0.62
"Jul 13, 2020",United States,-0.2
"Jul 13, 2020",Malaysia,-0.01
"Jul 13, 2020",Spain,0.16
"Jul 13, 2020",Italy,0.17
"Jul 13, 2020",France,0.21
"Jul 12, 2020",United States,-0.07
"Jul 12, 2020",Malaysia,0.03
"Jul 12, 2020",France,0.18
"Jul 12, 2020",Spain,0.28
"Jul 12, 2020",Italy,0.39
"Jul 11, 2020",United States,-0.14
"Jul 11, 2020",Malaysia,-0.03
"Jul 11, 2020",Spain,0.24
"Jul 11, 2020",Italy,0.26
"Jul 11, 2020",France,0.32
"Jul 10, 2020",United States,-0.21
"Jul 10, 2020",Malaysia,-0.07
"Jul 10, 2020",Spain,0.04
"Jul 10, 2020",Italy,0.05
"Jul 10, 2020",France,0.21
"Jul 9, 2020",United States,-0.17
"Jul 9, 2020",Malaysia,-0.05
"Jul 9, 2020",Italy,0
"Jul 9, 2020",Spain,0.07
"Jul 9, 2020",France,0.17
"Jul 8, 2020",United States,-0.2
"Jul 8, 2020",Malaysia,-0.03
"Jul 8, 2020",Italy,-0.02
"Jul 8, 2020",Spain,0.02
"Jul 8, 2020",France,0.16
"Jul 7, 2020",United States,-0.17
"Jul 7, 2020",Malaysia,-0.03
"Jul 7, 2020",Spain,-0.01
"Jul 7, 2020",Italy,0
"Jul 7, 2020",France,0.14
"Jul 6, 2020",United States,-0.07
"Jul 6, 2020",Malaysia,-0.01
"Jul 6, 2020",Spain,0.05
"Jul 6, 2020",Italy,0.08
"Jul 6, 2020",France,0.13
"Jul 5, 2020",United States,0
"Jul 5, 2020",Malaysia,0.01
"Jul 5, 2020",Spain,0.14
"Jul 5, 2020",France,0.15
"Jul 5, 2020",Italy,0.3
"Jul 4, 2020",United States,-0.28
"Jul 4, 2020",Malaysia,-0.07
"Jul 4, 2020",France,-0.03
"Jul 4, 2020",Spain,0.07
"Jul 4, 2020",Italy,0.14
"Jul 3, 2020",Malaysia,-0.07
"Jul 3, 2020",United States,-0.04
"Jul 3, 2020",Spain,-0.02
"Jul 3, 2020",Italy,0.01
"Jul 3, 2020",France,0.02
"Jul 2, 2020",Malaysia,-0.08
"Jul 2, 2020",Italy,-0.08
"Jul 2, 2020",Spain,-0.03
"Jul 2, 2020",United States,-0.01
"Jul 2, 2020",France,0.05
"Jul 1, 2020",United States,-0.14
"Jul 1, 2020",Malaysia,-0.08
"Jul 1, 2020",Italy,-0.06
"Jul 1, 2020",Spain,0
"Jul 1, 2020",France,0.06
"Jun 30, 2020",United States,-0.21
"Jun 30, 2020",Spain,-0.1
"Jun 30, 2020",Malaysia,-0.07
"Jun 30, 2020",Italy,0
"Jun 30, 2020",France,0.05
"Jun 29, 2020",United States,-0.2
"Jun 29, 2020",Spain,-0.08
"Jun 29, 2020",Malaysia,-0.04
"Jun 29, 2020",France,0.03
"Jun 29, 2020",Italy,0.16
"Jun 28, 2020",United States,-0.07
"Jun 28, 2020",Malaysia,-0.05
"Jun 28, 2020",Spain,0.01
"Jun 28, 2020",France,0.05
"Jun 28, 2020",Italy,0.2
"Jun 27, 2020",France,-0.16
"Jun 27, 2020",United States,-0.12
"Jun 27, 2020",Spain,-0.12
"Jun 27, 2020",Malaysia,-0.12
"Jun 27, 2020",Italy,0.15
"Jun 26, 2020",Spain,-0.15
"Jun 26, 2020",United States,-0.14
"Jun 26, 2020",Malaysia,-0.1
"Jun 26, 2020",France,-0.03
"Jun 26, 2020",Italy,-0.01
"Jun 25, 2020",United States,-0.17
"Jun 25, 2020",Spain,-0.13
"Jun 25, 2020",Italy,-0.11
"Jun 25, 2020",Malaysia,-0.11
"Jun 25, 2020",France,0.03
"Jun 24, 2020",United States,-0.21
"Jun 24, 2020",Spain,-0.15
"Jun 24, 2020",Italy,-0.13
"Jun 24, 2020",Malaysia,-0.11
"Jun 24, 2020",France,0.04
"Jun 23, 2020",United States,-0.23
"Jun 23, 2020",Spain,-0.16
"Jun 23, 2020",Italy,-0.1
"Jun 23, 2020",Malaysia,-0.08
"Jun 23, 2020",France,0.01
"Jun 22, 2020",Spain,-0.24
"Jun 22, 2020",United States,-0.2
"Jun 22, 2020",Italy,-0.1
"Jun 22, 2020",Malaysia,-0.06
"Jun 22, 2020",France,0
"Jun 21, 2020",Spain,-0.39
"Jun 21, 2020",United States,-0.11
"Jun 21, 2020",Malaysia,-0.07
"Jun 21, 2020",France,0.02
"Jun 21, 2020",Italy,0.14
"Jun 20, 2020",Spain,-0.46
"Jun 20, 2020",France,-0.21
"Jun 20, 2020",Malaysia,-0.17
"Jun 20, 2020",United States,-0.14
"Jun 20, 2020",Italy,-0.02
"Jun 19, 2020",Spain,-0.54
"Jun 19, 2020",Italy,-0.16
"Jun 19, 2020",United States,-0.16
"Jun 19, 2020",Malaysia,-0.1
"Jun 19, 2020",France,-0.07
"Jun 18, 2020",Spain,-0.48
"Jun 18, 2020",Italy,-0.23
"Jun 18, 2020",United States,-0.21
"Jun 18, 2020",Malaysia,-0.15
"Jun 18, 2020",France,-0.07
"Jun 17, 2020",Spain,-0.47
"Jun 17, 2020",Italy,-0.26
"Jun 17, 2020",United States,-0.23
"Jun 17, 2020",Malaysia,-0.12
"Jun 17, 2020",France,-0.07
"Jun 16, 2020",Spain,-0.5
"Jun 16, 2020",United States,-0.27
"Jun 16, 2020",Italy,-0.22
"Jun 16, 2020",Malaysia,-0.13
"Jun 16, 2020",France,-0.08
"Jun 15, 2020",Spain,-0.49
"Jun 15, 2020",United States,-0.24
"Jun 15, 2020",Italy,-0.2
"Jun 15, 2020",Malaysia,-0.09
"Jun 15, 2020",France,-0.07
"Jun 14, 2020",Spain,-0.66
"Jun 14, 2020",Malaysia,-0.16
"Jun 14, 2020",Italy,-0.13
"Jun 14, 2020",United States,-0.12
"Jun 14, 2020",France,-0.1
"Jun 13, 2020",Spain,-0.58
"Jun 13, 2020",France,-0.33
"Jun 13, 2020",Malaysia,-0.26
"Jun 13, 2020",Italy,-0.22
"Jun 13, 2020",United States,-0.18
"Jun 12, 2020",Spain,-0.63
"Jun 12, 2020",Italy,-0.29
"Jun 12, 2020",Malaysia,-0.22
"Jun 12, 2020",United States,-0.22
"Jun 12, 2020",France,-0.2
"Jun 11, 2020",Spain,-0.52
"Jun 11, 2020",Italy,-0.28
"Jun 11, 2020",United States,-0.27
"Jun 11, 2020",Malaysia,-0.18
"Jun 11, 2020",France,-0.12
"Jun 10, 2020",Spain,-0.49
"Jun 10, 2020",Italy,-0.3
"Jun 10, 2020",United States,-0.28
"Jun 10, 2020",Malaysia,-0.17
"Jun 10, 2020",France,-0.11
"Jun 9, 2020",Spain,-0.52
"Jun 9, 2020",United States,-0.31
"Jun 9, 2020",Malaysia,-0.29
"Jun 9, 2020",Italy,-0.27
"Jun 9, 2020",France,-0.13
"Jun 8, 2020",Spain,-0.54
"Jun 8, 2020",Malaysia,-0.43
"Jun 8, 2020",Italy,-0.3
"Jun 8, 2020",United States,-0.3
"Jun 8, 2020",France,-0.13
"Jun 7, 2020",Spain,-0.76
"Jun 7, 2020",Malaysia,-0.51
"Jun 7, 2020",Italy,-0.3
"Jun 7, 2020",United States,-0.22
"Jun 7, 2020",France,-0.17
"Jun 6, 2020",Spain,-0.65
"Jun 6, 2020",Malaysia,-0.5
"Jun 6, 2020",France,-0.37
"Jun 6, 2020",United States,-0.28
"Jun 6, 2020",Italy,-0.25
"Jun 5, 2020",Spain,-0.65
"Jun 5, 2020",Malaysia,-0.45
"Jun 5, 2020",Italy,-0.32
"Jun 5, 2020",United States,-0.29
"Jun 5, 2020",France,-0.21
"Jun 4, 2020",Spain,-0.57
"Jun 4, 2020",Malaysia,-0.41
"Jun 4, 2020",Italy,-0.34
"Jun 4, 2020",United States,-0.31
"Jun 4, 2020",France,-0.18
"Jun 3, 2020",Spain,-0.55
"Jun 3, 2020",Malaysia,-0.38
"Jun 3, 2020",United States,-0.34
"Jun 3, 2020",Italy,-0.22
"Jun 3, 2020",France,-0.16
"Jun 2, 2020",Spain,-0.56
"Jun 2, 2020",Malaysia,-0.39
"Jun 2, 2020",United States,-0.35
"Jun 2, 2020",Italy,-0.24
"Jun 2, 2020",France,-0.09
"Jun 1, 2020",Spain,-0.61
"Jun 1, 2020",Italy,-0.42
"Jun 1, 2020",Malaysia,-0.4
"Jun 1, 2020",United States,-0.33
"Jun 1, 2020",France,-0.2
"May 31, 2020",Spain,-0.79
"May 31, 2020",Italy,-0.56
"May 31, 2020",Malaysia,-0.56
"May 31, 2020",France,-0.42
"May 31, 2020",United States,-0.26
"May 30, 2020",Spain,-0.7
"May 30, 2020",Malaysia,-0.58
"May 30, 2020",Italy,-0.52
"May 30, 2020",France,-0.44
"May 30, 2020",United States,-0.31
"May 29, 2020",Spain,-0.69
"May 29, 2020",Malaysia,-0.54
"May 29, 2020",Italy,-0.53
"May 29, 2020",France,-0.36
"May 29, 2020",United States,-0.34
"May 28, 2020",Spain,-0.61
"May 28, 2020",Italy,-0.5
"May 28, 2020",Malaysia,-0.49
"May 28, 2020",United States,-0.34
"May 28, 2020",France,-0.27
"May 27, 2020",Spain,-0.59
"May 27, 2020",Italy,-0.49
"May 27, 2020",Malaysia,-0.47
"May 27, 2020",United States,-0.33
"May 27, 2020",France,-0.27
"May 26, 2020",Spain,-0.61
"May 26, 2020",Malaysia,-0.56
"May 26, 2020",Italy,-0.47
"May 26, 2020",France,-0.28
"May 26, 2020",United States,-0.26
"May 25, 2020",Spain,-0.62
"May 25, 2020",Malaysia,-0.59
"May 25, 2020",Italy,-0.51
"May 25, 2020",United States,-0.32
"May 25, 2020",France,-0.3
"May 24, 2020",Spain,-0.87
"May 24, 2020",Italy,-0.59
"May 24, 2020",Malaysia,-0.57
"May 24, 2020",France,-0.4
"May 24, 2020",United States,-0.35
"May 23, 2020",Spain,-0.83
"May 23, 2020",Malaysia,-0.59
"May 23, 2020",France,-0.58
"May 23, 2020",Italy,-0.57
"May 23, 2020",United States,-0.31
"May 22, 2020",Spain,-0.78
"May 22, 2020",Italy,-0.58
"May 22, 2020",France,-0.51
"May 22, 2020",Malaysia,-0.48
"May 22, 2020",United States,-0.27
"May 21, 2020",Spain,-0.71
"May 21, 2020",Italy,-0.54
"May 21, 2020",Malaysia,-0.4
"May 21, 2020",France,-0.39
"May 21, 2020",United States,-0.34
"May 20, 2020",Spain,-0.7
"May 20, 2020",Italy,-0.55
"May 20, 2020",Malaysia,-0.39
"May 20, 2020",United States,-0.39
"May 20, 2020",France,-0.16
"May 19, 2020",Spain,-0.7
"May 19, 2020",Italy,-0.52
"May 19, 2020",United States,-0.42
"May 19, 2020",Malaysia,-0.41
"May 19, 2020",France,-0.31
"May 18, 2020",Spain,-0.71
"May 18, 2020",Italy,-0.54
"May 18, 2020",United States,-0.44
"May 18, 2020",Malaysia,-0.42
"May 18, 2020",France,-0.37
"May 17, 2020",Spain,-0.91
"May 17, 2020",Italy,-0.81
"May 17, 2020",Malaysia,-0.61
"May 17, 2020",France,-0.53
"May 17, 2020",United States,-0.4
"May 16, 2020",Spain,-0.87
"May 16, 2020",Italy,-0.77
"May 16, 2020",Malaysia,-0.61
"May 16, 2020",France,-0.58
"May 16, 2020",United States,-0.42
"May 15, 2020",Spain,-0.84
"May 15, 2020",Italy,-0.69
"May 15, 2020",Malaysia,-0.55
"May 15, 2020",France,-0.5
"May 15, 2020",United States,-0.42
"May 14, 2020",Spain,-0.74
"May 14, 2020",Italy,-0.65
"May 14, 2020",Malaysia,-0.5
"May 14, 2020",United States,-0.43
"May 14, 2020",France,-0.4
"May 13, 2020",Spain,-0.73
"May 13, 2020",Italy,-0.65
"May 13, 2020",Malaysia,-0.48
"May 13, 2020",United States,-0.44
"May 13, 2020",France,-0.39
"May 12, 2020",Spain,-0.73
"May 12, 2020",Italy,-0.62
"May 12, 2020",Malaysia,-0.5
"May 12, 2020",United States,-0.47
"May 12, 2020",France,-0.38
"May 11, 2020",Spain,-0.73
"May 11, 2020",Italy,-0.65
"May 11, 2020",Malaysia,-0.58
"May 11, 2020",United States,-0.47
"May 11, 2020",France,-0.4
"May 10, 2020",Spain,-0.93
"May 10, 2020",Italy,-0.82
"May 10, 2020",France,-0.81
"May 10, 2020",Malaysia,-0.61
"May 10, 2020",United States,-0.44
"May 9, 2020",Spain,-0.9
"May 9, 2020",France,-0.85
"May 9, 2020",Italy,-0.77
"May 9, 2020",Malaysia,-0.64
"May 9, 2020",United States,-0.47
"May 8, 2020",France,-0.86
"May 8, 2020",Spain,-0.84
"May 8, 2020",Italy,-0.71
"May 8, 2020",Malaysia,-0.6
"May 8, 2020",United States,-0.47
"May 7, 2020",Spain,-0.79
"May 7, 2020",Italy,-0.68
"May 7, 2020",Malaysia,-0.63
"May 7, 2020",France,-0.62
"May 7, 2020",United States,-0.48
"May 6, 2020",Spain,-0.78
"May 6, 2020",Italy,-0.68
"May 6, 2020",France,-0.65
"May 6, 2020",Malaysia,-0.58
"May 6, 2020",United States,-0.5
"May 5, 2020",Spain,-0.78
"May 5, 2020",France,-0.66
"May 5, 2020",Italy,-0.64
"May 5, 2020",Malaysia,-0.6
"May 5, 2020",United States,-0.51
"May 4, 2020",Spain,-0.78
"May 4, 2020",France,-0.68
"May 4, 2020",Italy,-0.64
"May 4, 2020",Malaysia,-0.61
"May 4, 2020",United States,-0.52
"May 3, 2020",Spain,-0.94
"May 3, 2020",Italy,-0.93
"May 3, 2020",France,-0.88
"May 3, 2020",Malaysia,-0.79
"May 3, 2020",United States,-0.52
"May 2, 2020",Italy,-0.92
"May 2, 2020",Spain,-0.92
"May 2, 2020",France,-0.88
"May 2, 2020",Malaysia,-0.82
"May 2, 2020",United States,-0.52
"May 1, 2020",Italy,-0.95
"May 1, 2020",Spain,-0.94
"May 1, 2020",France,-0.9
"May 1, 2020",Malaysia,-0.83
"May 1, 2020",United States,-0.52
"Apr 30, 2020",Italy,-0.8
"Apr 30, 2020",Spain,-0.79
"Apr 30, 2020",Malaysia,-0.75
"Apr 30, 2020",France,-0.68
"Apr 30, 2020",United States,-0.54
"Apr 29, 2020",Italy,-0.81
"Apr 29, 2020",Spain,-0.8
"Apr 29, 2020",Malaysia,-0.75
"Apr 29, 2020",France,-0.7
"Apr 29, 2020",United States,-0.55
"Apr 28, 2020",Spain,-0.82
"Apr 28, 2020",Italy,-0.8
"Apr 28, 2020",Malaysia,-0.75
"Apr 28, 2020",France,-0.71
"Apr 28, 2020",United States,-0.55
"Apr 27, 2020",Spain,-0.82
"Apr 27, 2020",Italy,-0.82
"Apr 27, 2020",Malaysia,-0.75
"Apr 27, 2020",France,-0.73
"Apr 27, 2020",United States,-0.59
"Apr 26, 2020",Spain,-0.95
"Apr 26, 2020",Italy,-0.95
"Apr 26, 2020",France,-0.9
"Apr 26, 2020",Malaysia,-0.84
"Apr 26, 2020",United States,-0.61
"Apr 25, 2020",Italy,-0.95
"Apr 25, 2020",Spain,-0.92
"Apr 25, 2020",France,-0.89
"Apr 25, 2020",Malaysia,-0.85
"Apr 25, 2020",United States,-0.59
"Apr 24, 2020",Spain,-0.88
"Apr 24, 2020",Italy,-0.86
"Apr 24, 2020",Malaysia,-0.83
"Apr 24, 2020",France,-0.81
"Apr 24, 2020",United States,-0.59
"Apr 23, 2020",Spain,-0.84
"Apr 23, 2020",Italy,-0.84
"Apr 23, 2020",Malaysia,-0.77
"Apr 23, 2020",France,-0.75
"Apr 23, 2020",United States,-0.58
"Apr 22, 2020",Italy,-0.84
"Apr 22, 2020",Spain,-0.83
"Apr 22, 2020",Malaysia,-0.77
"Apr 22, 2020",France,-0.74
"Apr 22, 2020",United States,-0.58
"Apr 21, 2020",Spain,-0.83
"Apr 21, 2020",Italy,-0.82
"Apr 21, 2020",Malaysia,-0.77
"Apr 21, 2020",France,-0.74
"Apr 21, 2020",United States,-0.59
"Apr 20, 2020",Spain,-0.84
"Apr 20, 2020",Italy,-0.83
"Apr 20, 2020",Malaysia,-0.77
"Apr 20, 2020",France,-0.76
"Apr 20, 2020",United States,-0.62
"Apr 19, 2020",Spain,-0.96
"Apr 19, 2020",Italy,-0.95
"Apr 19, 2020",France,-0.92
"Apr 19, 2020",Malaysia,-0.86
"Apr 19, 2020",United States,-0.64
"Apr 18, 2020",Spain,-0.93
"Apr 18, 2020",Italy,-0.93
"Apr 18, 2020",France,-0.9
"Apr 18, 2020",Malaysia,-0.86
"Apr 18, 2020",United States,-0.65
"Apr 17, 2020",Spain,-0.89
"Apr 17, 2020",Italy,-0.87
"Apr 17, 2020",France,-0.83
"Apr 17, 2020",Malaysia,-0.82
"Apr 17, 2020",United States,-0.62
"Apr 16, 2020",Spain,-0.86
"Apr 16, 2020",Italy,-0.85
"Apr 16, 2020",Malaysia,-0.79
"Apr 16, 2020",France,-0.78
"Apr 16, 2020",United States,-0.61
"Apr 15, 2020",Spain,-0.85
"Apr 15, 2020",Italy,-0.85
"Apr 15, 2020",Malaysia,-0.78
"Apr 15, 2020",France,-0.77
"Apr 15, 2020",United States,-0.61
"Apr 14, 2020",Spain,-0.84
"Apr 14, 2020",Italy,-0.83
"Apr 14, 2020",Malaysia,-0.77
"Apr 14, 2020",France,-0.75
"Apr 14, 2020",United States,-0.61
"Apr 13, 2020",Italy,-0.96
"Apr 13, 2020",France,-0.9
"Apr 13, 2020",Spain,-0.89
"Apr 13, 2020",Malaysia,-0.78
"Apr 13, 2020",United States,-0.67
